User,Win ratio FSM (user),Win ratio RL (user),Hit ratio FSM (user),Hit ratio RL (user),Precision FSM (user),Precision RL (user),Pick-up time FSM (user),Pick-up time RL (user),Throw time FSM (user),Throw time RL (user),Ball hold FSM (user),Ball hold RL (user),Throw distance FSM (user),Throw distance RL (user),Throw angle FSM (user),Throw angle RL (user),Rotation change FSM (user),Rotation change RL (user),Opponent observation FSM (user),Opponent observation RL (user),Approach FSM (user),Approach RL (user),Retreat FSM (user),Retreat RL (user),Aggressive movements FSM (user),Aggressive movements RL (user),Defensive movements FSM (user),Defensive movements RL (user),Hiding FSM (user),Hiding RL (user),Court half favor FSM (user),Court half favor RL (user),Middle court favor FSM (user),Middle court favor RL (user),Agent distance FSM,Agent distance RL,Game duration FSM,Game duration RL,Number of games FSM,Number of games RL,Result FSM,Result RL
22.5,25.0,42.857,23.333,41.379,17.949,34.286,3.95,5.565,3.203,7.552,0.653,1.012,10.117,8.372,46.425,83.501,27.119,28.302,8.217,4.599,39.609,53.457,34.598,36.975,58.156,35.885,10.993,19.617,4.274,10.247,39.352,49.63,47.237,35.463,18.898,18.444,24.437,36.286,8,7,2-6,3-4
22.75,11.111,0.0,30.556,20.0,28.947,26.087,4.259,6.253,3.499,9.194,0.509,0.588,9.652,13.844,80.792,56.812,34.206,19.925,5.357,10.844,44.286,30.094,37.857,41.651,60.674,12.012,7.303,38.138,4.087,2.927,56.19,78.424,38.095,34.934,15.604,16.009,20.127,23.197,9,8,1-8,0-8
23.0,0.0,14.286,10.0,28.571,23.077,26.667,8.524,4.334,11.745,4.304,0.417,0.66,8.199,9.924,58.787,74.457,18.091,15.24,9.864,10.745,25.519,39.726,48.842,33.604,37.543,40.426,40.956,17.021,4.952,10.188,81.43,69.092,32.468,37.029,17.099,18.07,19.321,25.395,8,6,0-9,1-6
23.25,0.0,28.571,15.625,39.286,15.152,27.5,5.646,5.39,2.376,4.855,0.293,0.681,10.524,10.001,67.072,86.97,21.521,19.231,15.102,12.821,38.59,48.915,39.555,32.84,27.711,49.309,22.691,14.055,6.382,6.114,71.058,47.337,36.364,46.943,16.535,17.224,21.733,33.597,9,7,0-9,2-5
23.5,0.0,0.0,3.571,19.231,3.846,11.905,5.667,4.404,4.337,3.287,0.469,0.572,9.416,12.941,76.469,66.842,16.673,18.008,15.866,7.287,34.614,35.101,36.266,42.884,26.694,42.222,22.587,34.222,8.413,10.072,70.611,63.411,27.968,43.113,15.224,17.938,19.927,28.027,9,7,0-9,0-7
23.75,0.0,14.286,10.0,25.0,13.636,20.0,6.875,5.604,3.825,6.911,0.331,0.789,9.457,11.954,77.768,96.904,18.178,16.573,5.925,6.645,38.003,44.195,43.416,33.467,44.792,35.533,20.833,23.858,15.216,3.763,67.776,57.526,39.612,31.745,15.146,18.169,20.401,26.132,9,7,0-9,1-6
24.0,0.0,50.0,25.0,58.824,15.385,28.571,4.912,5.032,2.388,6.818,0.347,1.13,10.58,11.478,60.296,65.106,26.258,30.662,6.206,6.519,33.235,51.907,45.795,45.34,37.561,43.678,26.829,24.138,4.737,5.987,51.598,54.708,24.679,49.396,15.261,18.553,33.588,38.876,5,3,0-6,2-2
24.25,0.0,60.0,22.222,57.143,13.043,20.0,4.278,3.983,3.143,6.402,0.531,1.321,15.834,12.438,53.159,74.296,26.805,32.925,7.486,4.902,34.783,48.46,43.743,44.982,36.434,33.854,34.884,28.646,8.28,4.472,52.439,51.838,36.068,51.176,18.706,19.542,29.657,50.587,7,5,0-7,3-2
24.5,16.667,40.0,29.167,47.619,12.069,34.483,4.042,3.597,3.016,3.218,0.58,0.628,13.961,10.308,71.37,67.829,30.832,23.333,7.374,7.885,37.52,35.833,51.452,39.615,30.068,25.379,40.541,12.5,4.861,3.397,42.023,54.423,24.796,50.897,18.315,17.916,40.758,22.625,6,5,1-5,2-3
24.75,0.0,20.0,12.5,38.095,10.345,9.877,4.795,3.931,2.825,3.939,0.381,0.839,14.52,14.392,69.1,67.308,24.879,27.329,7.648,7.029,40.077,37.945,41.965,48.415,31.937,45.373,37.696,24.179,4.211,4.497,41.965,52.101,37.028,31.482,17.249,20.142,20.949,68.794,7,5,0-7,1-4
25.0,0.0,28.571,8.696,40.0,9.091,32.432,10.423,3.58,2.307,4.766,0.185,0.936,9.39,9.589,94.864,78.101,37.892,28.525,3.171,4.495,48.133,46.751,45.755,32.448,22.047,45.926,25.197,20.741,5.121,9.808,77.569,56.559,36.703,33.919,16.58,17.347,37.333,22.847,6,6,0-7,2-5
25.25,14.286,14.286,18.182,30.769,16.0,20.0,6.632,3.673,4.438,6.433,0.486,1.084,11.121,7.907,92.639,103.414,26.32,29.124,14.728,3.055,48.948,43.259,32.195,31.731,44.307,37.037,5.693,7.407,7.027,6.965,71.775,56.293,34.815,35.275,17.72,14.368,25.295,25.947,7,7,1-6,1-6
25.5,14.286,14.286,28.0,29.63,19.444,28.571,4.003,3.951,3.21,4.275,0.536,0.825,7.849,7.178,62.234,82.173,25.735,27.238,4.706,11.937,46.765,49.882,37.794,29.417,47.552,56.69,13.287,27.817,8.284,11.132,31.029,74.467,44.706,29.086,15.244,14.953,20.871,20.6,7,7,1-6,1-6
25.75,0.0,37.5,25.0,37.5,20.513,27.273,4.138,4.732,3.392,7.224,0.621,1.187,11.329,9.218,70.805,91.125,23.982,28.936,12.144,7.166,37.687,46.267,31.75,44.678,26.42,29.818,17.284,45.818,4.41,5.877,61.737,72.924,37.042,28.036,17.637,16.302,25.614,31.688,8,8,0-8,3-5
26.0,16.667,0.0,36.0,25.0,32.143,20.0,4.372,6.055,2.774,5.797,0.689,0.71,8.72,9.543,71.97,77.249,31.617,21.906,9.281,6.233,43.345,35.953,46.048,39.928,39.662,34.731,34.599,32.934,4.539,4.562,57.471,47.651,39.266,34.417,14.675,17.536,25.584,29.233,5,4,1-5,0-5
26.25,0.0,16.667,22.222,20.0,15.789,11.111,5.13,6.078,5.021,4.893,0.796,0.661,10.137,10.459,78.167,60.409,25.631,25.861,8.616,7.384,38.284,37.483,41.709,45.43,38.889,38.951,33.333,35.955,7.354,6.159,42.61,40.0,28.298,33.444,17.671,18.929,30.492,40.186,7,6,0-7,1-5
26.5,0.0,0.0,19.231,5.263,17.241,2.703,6.41,4.605,5.444,4.375,0.603,0.705,11.664,11.635,62.989,70.325,27.584,28.206,10.96,11.928,36.815,35.471,51.232,46.009,41.026,26.101,36.182,27.987,6.399,4.753,46.524,49.596,32.917,31.48,18.041,18.573,30.848,28.834,7,6,0-7,0-6
26.75,14.286,0.0,28.571,10.0,19.512,4.444,4.767,5.15,7.298,6.75,1.016,1.02,10.075,12.199,71.438,68.775,28.981,24.842,9.625,7.627,44.137,36.66,38.782,40.519,46.667,34.405,29.565,44.373,8.33,7.718,54.918,55.592,40.952,28.128,15.743,20.291,32.399,44.302,7,6,1-6,0-6
27.0,0.0,28.571,19.231,43.333,20.0,36.111,6.665,4.087,4.245,5.683,0.419,0.901,8.783,7.45,88.325,88.44,23.379,21.075,8.276,6.101,45.156,44.71,35.927,30.802,55.519,50.568,19.805,13.636,14.912,5.29,57.323,71.8,36.194,36.135,16.116,14.564,30.789,25.065,6,6,0-7,2-5
27.25,25.0,50.0,33.333,45.455,29.73,34.091,4.692,3.72,4.054,4.848,0.651,0.928,9.037,8.314,85.888,96.84,23.039,20.031,9.194,12.203,40.043,42.441,48.669,41.711,46.844,47.956,24.252,24.523,7.455,3.799,25.204,49.885,30.99,60.13,17.22,16.535,26.727,23.464,8,8,2-6,4-4
27.5,14.286,62.5,28.0,52.941,29.167,42.857,4.854,4.607,4.35,3.979,0.653,0.787,7.938,8.584,70.675,85.569,20.596,18.216,8.414,8.199,47.283,48.954,34.049,39.897,43.363,65.32,19.027,10.438,6.091,3.877,49.299,56.707,37.379,44.563,17.786,15.998,21.903,26.816,7,8,1-6,5-3
27.75,0.0,37.5,22.581,42.857,17.5,28.302,4.057,3.325,3.611,3.598,0.566,0.826,8.579,6.68,84.058,79.113,19.442,22.135,8.798,13.101,41.555,49.55,32.561,31.6,51.331,38.56,20.913,41.645,12.255,3.09,41.005,58.819,24.509,44.623,16.127,14.901,23.078,25.082,8,8,0-8,3-5
28.0,14.286,16.667,29.63,27.273,16.327,21.429,3.812,5.903,2.637,7.665,0.5,0.611,13.466,10.639,77.617,65.942,41.593,27.066,4.83,6.431,36.873,38.787,46.35,42.694,32.584,28.975,23.596,21.201,8.001,6.024,46.165,54.09,29.794,32.316,15.86,17.215,32.788,34.326,6,5,1-6,1-5
28.25,14.286,28.571,26.923,44.118,17.073,30.612,4.219,4.388,3.666,4.263,0.508,0.776,10.426,11.367,66.925,65.959,43.011,36.213,6.286,10.361,41.191,49.914,43.962,38.761,47.668,64.14,19.171,13.12,5.914,6.609,31.927,46.368,23.573,31.463,17.019,17.214,26.837,32.939,7,7,1-6,2-5
28.5,14.286,16.667,13.043,26.087,10.714,18.75,4.689,4.353,3.804,4.161,0.471,0.585,12.653,11.752,78.806,83.713,34.558,34.594,7.743,4.389,36.018,46.415,40.752,32.03,27.094,37.5,7.882,14.062,12.832,3.39,31.858,55.889,23.54,33.942,16.855,16.771,23.16,28.69,7,6,1-6,1-5
28.75,25.0,14.286,33.333,33.333,22.222,25.0,3.801,4.134,2.286,4.241,0.407,0.76,12.468,12.395,68.967,70.516,37.631,32.233,8.744,11.989,34.155,34.996,51.233,35.966,24.453,8.386,14.964,27.254,9.043,4.917,46.637,58.076,27.354,26.92,17.157,17.589,24.457,29.242,8,7,2-6,1-6
29.0,0.0,28.571,7.692,40.625,14.286,30.952,6.605,5.473,1.817,6.932,0.168,1.132,13.97,8.751,17.383,78.067,15.17,25.424,10.18,6.16,34.481,47.234,30.639,41.546,66.667,42.917,14.912,24.583,9.93,9.114,59.132,45.097,42.914,44.186,16.294,18.04,16.735,35.68,7,6,0-8,2-5
29.25,0.0,37.5,4.0,39.394,3.571,34.211,5.353,4.68,3.656,5.812,0.326,0.855,7.906,7.458,77.255,70.347,25.248,26.786,6.63,8.408,34.736,43.229,44.065,40.662,26.087,27.855,18.478,12.256,10.599,6.622,44.78,58.147,45.852,47.545,14.765,16.568,22.5,25.489,8,8,0-8,3-5
29.5,0.0,14.286,7.692,25.926,7.407,22.581,7.1,5.466,3.617,6.774,0.342,0.924,10.321,10.904,77.797,70.386,24.842,19.764,4.937,14.02,36.994,36.571,34.399,41.639,38.0,28.997,22.0,55.285,6.614,1.731,40.063,24.958,29.715,37.584,16.969,16.023,27.263,24.7,8,7,0-8,1-6
29.75,0.0,0.0,17.241,17.241,17.241,17.857,5.396,4.895,3.197,4.198,0.381,0.531,14.017,10.655,67.796,77.946,27.36,20.113,9.32,4.674,40.48,34.136,34.04,31.681,43.939,44.961,5.303,20.93,12.2,2.455,32.44,51.794,36.52,35.788,15.674,15.08,22.009,18.108,8,8,0-8,0-8
30.0,0.0,75.0,14.286,60.0,10.714,30.0,4.171,6.5,4.223,12.983,0.707,1.71,7.628,7.875,70.125,98.439,21.002,20.218,7.307,8.615,40.441,42.897,43.934,50.703,29.189,63.509,33.514,18.246,4.55,6.224,55.009,56.646,29.596,23.523,16.536,19.309,27.927,72.95,5,3,0-6,3-1
30.25,14.286,0.0,37.5,25.0,25.0,14.286,4.444,5.531,5.999,10.205,1.153,1.379,9.479,6.749,83.508,91.042,25.527,16.295,8.596,5.178,38.469,36.2,51.119,40.0,47.386,32.8,26.797,28.0,9.536,6.936,51.119,41.283,33.896,25.511,16.132,18.195,34.633,42.367,7,4,1-6,0-4
30.5,14.286,25.0,23.077,38.889,15.385,18.421,4.27,7.053,5.669,16.352,0.897,1.951,7.928,8.404,64.338,81.276,22.13,21.692,10.941,7.21,43.556,40.858,37.381,50.411,47.231,37.931,18.893,31.724,15.375,13.721,43.266,38.059,27.228,30.24,16.88,20.441,25.333,75.318,7,4,1-6,1-3
30.75,14.286,25.0,16.667,43.75,17.391,20.588,4.699,6.121,10.994,15.424,0.885,2.265,8.827,9.701,69.856,80.305,17.25,14.871,8.844,5.948,34.939,37.613,40.893,50.961,33.333,20.792,41.961,30.693,6.48,16.213,44.746,44.686,22.329,26.079,16.884,23.409,23.21,60.704,7,4,1-6,1-3
31.0,14.286,14.286,23.077,20.0,21.429,23.81,5.714,4.937,4.038,5.805,0.535,0.849,13.818,10.636,24.239,79.337,17.824,31.381,14.86,8.381,41.303,53.333,37.676,29.952,45.992,55.607,34.599,21.495,6.084,3.714,71.022,64.095,41.186,41.619,16.343,17.328,28.93,22.409,6,6,1-6,1-6
31.25,0.0,37.5,11.111,35.714,9.677,31.25,5.843,4.45,5.066,4.413,0.723,0.599,8.966,12.497,70.223,42.134,25.873,16.82,10.435,15.02,43.901,46.465,41.49,34.475,51.966,53.333,25.281,20.494,3.922,7.466,59.842,69.39,36.416,38.823,14.671,17.725,27.502,19.218,8,8,0-8,3-5
31.5,0.0,37.5,17.241,40.0,21.739,29.787,5.207,4.656,7.142,5.522,0.565,0.81,10.692,10.918,70.704,76.855,24.57,30.33,8.133,9.17,36.403,50.465,38.253,34.274,30.031,56.196,28.793,19.885,2.711,3.623,79.647,62.905,26.248,29.721,16.086,17.117,19.926,30.01,8,8,0-8,3-5
31.75,0.0,25.0,11.111,37.5,13.636,31.579,4.658,4.002,5.249,4.378,0.659,0.735,8.589,11.676,61.126,45.014,24.921,16.433,10.777,17.683,34.98,39.568,31.881,32.639,61.301,30.769,23.63,22.596,14.189,2.84,73.911,58.046,31.522,63.006,16.392,15.339,17.218,23.263,8,8,0-8,2-6
32.0,20.0,40.0,27.778,45.0,27.778,25.714,4.814,6.233,5.865,11.044,0.882,1.354,11.699,10.867,81.592,71.306,15.572,17.262,5.776,6.027,42.412,46.245,48.528,45.912,49.18,32.53,14.754,32.932,3.001,6.118,76.954,54.028,21.404,27.559,14.575,18.394,24.491,50.287,4,4,1-4,2-3
32.25,0.0,20.0,14.286,33.333,9.375,19.444,6.13,5.521,8.94,7.693,1.092,1.263,12.575,15.737,89.79,80.046,16.325,17.449,12.192,6.21,43.904,40.061,39.562,39.453,51.756,28.629,22.014,39.919,8.024,6.142,52.31,48.971,26.954,32.298,18.053,17.899,38.491,49.288,6,5,0-6,1-4
32.5,16.667,0.0,25.0,6.25,13.043,5.882,5.067,5.64,8.56,4.157,1.375,0.495,12.903,11.878,84.816,82.388,18.779,10.462,7.145,6.873,46.473,34.55,37.252,33.333,40.468,39.31,28.763,26.897,8.824,4.197,44.947,32.482,17.893,22.445,18.648,14.156,45.183,23.291,6,5,1-5,0-5
32.75,16.667,60.0,22.727,54.545,17.857,30.0,5.576,5.46,11.782,8.938,1.366,1.488,10.569,11.21,94.124,114.464,19.514,21.397,7.827,5.005,36.133,46.658,41.708,45.113,54.694,38.83,17.143,29.255,10.329,10.212,64.51,55.358,22.337,27.276,18.024,18.777,34.981,48.738,6,5,1-5,3-2
33.0,0.0,16.667,8.696,26.087,9.524,28.571,8.046,4.277,6.476,4.794,0.572,0.723,10.215,6.31,103.423,102.158,17.683,26.781,7.182,10.036,31.673,45.903,49.763,28.207,58.984,53.226,18.359,9.677,12.229,5.285,64.871,79.751,22.425,27.375,18.521,16.007,30.066,21.198,6,5,0-7,1-5
33.25,0.0,14.286,4.545,25.926,4.762,18.919,7.869,5.346,9.137,7.611,0.73,0.995,9.612,7.946,76.92,81.472,21.246,26.862,2.089,3.74,32.649,40.846,43.626,33.431,23.469,28.302,28.571,19.497,6.126,7.057,64.837,46.341,21.778,43.48,18.644,17.596,30.066,34.079,7,7,0-7,1-6
33.5,0.0,14.286,4.545,35.484,9.091,35.484,8.57,5.022,7.962,4.811,0.432,0.616,7.562,7.191,79.968,102.239,24.691,28.194,3.283,2.326,30.067,46.451,45.956,34.779,24.752,27.632,42.574,23.684,6.993,6.349,50.285,60.41,21.361,26.38,16.793,18.07,21.75,24.823,7,7,0-7,1-6
33.75,0.0,28.571,8.696,41.379,10.526,26.667,6.744,4.692,9.441,6.812,0.89,1.053,7.89,8.236,81.938,76.428,27.803,25.09,2.632,14.006,39.245,47.41,42.982,36.928,26.136,20.6,18.182,6.2,10.107,4.157,53.28,61.988,20.824,35.904,18.656,16.468,28.618,36.582,7,7,0-7,2-5
34.0,0.0,0.0,8.696,12.5,10.0,20.0,8.165,7.667,8.647,3.882,0.482,0.192,12.042,12.491,58.854,41.141,20.323,19.097,7.544,11.994,39.954,30.95,43.38,33.302,51.899,25.197,26.16,4.987,4.119,3.434,61.624,53.904,22.479,35.748,18.867,15.512,28.948,19.283,6,6,0-7,0-7
34.25,12.5,12.5,25.806,20.69,27.586,21.429,6.808,5.682,2.58,3.123,0.33,0.356,10.272,10.062,58.014,80.632,17.605,19.467,10.823,9.244,36.075,36.533,36.869,36.444,31.454,54.31,13.056,19.828,3.86,3.378,58.225,44.222,40.368,46.133,17.563,15.551,25.279,19.639,8,8,1-7,1-7
34.5,0.0,14.286,16.0,23.077,19.048,20.0,6.628,7.614,3.37,4.664,0.313,0.43,11.069,12.943,57.492,95.381,16.271,22.54,16.362,5.355,31.261,40.068,37.112,42.248,19.845,33.628,22.68,34.513,4.068,4.701,32.998,51.463,27.194,39.57,16.679,18.341,20.547,35.61,7,7,0-7,1-6
34.75,0.0,12.5,11.111,14.815,12.0,17.391,7.013,6.277,4.569,4.343,0.41,0.428,7.356,7.288,83.253,86.987,20.623,23.107,4.975,13.717,36.005,35.006,38.055,35.742,50.318,30.172,21.656,21.839,10.179,3.072,57.235,41.757,24.345,32.107,16.876,13.467,23.419,20.149,8,8,0-8,1-7
